ID_PPI,ID_PP,DESC_PP
'1650GYR0047,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0048,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0049,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0051,50K029,Programas de adquisiciones
'1650GYR0052,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0058,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0061,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0062,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0066,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0067,50K029,Programas de adquisiciones
'1650GYR0069,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0074,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0075,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0076,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0078,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0079,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0082,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0083,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0084,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0085,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0086,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0087,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0088,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0091,50K029,Programas de adquisiciones
'1650GYR0093,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0094,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0103,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0105,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0108,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0109,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0118,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0119,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0121,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0124,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0125,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0127,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0128,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0129,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0130,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1650GYR0131,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1651GYN0006,51K011,Proyectos de infraestructura social.
'1651GYN0006,51K027,Mantenimiento de Infraestructura
'1651GYN0007,51K011,Proyectos de infraestructura social.
'1651GYN0007,51K027,Mantenimiento de Infraestructura
'1651GYN0011,51K011,Proyectos de infraestructura social.
'1651GYN0017,51K011,Proyectos de infraestructura social.
'1651GYN0018,51K011,Proyectos de infraestructura social.
'1651GYN0019,51K011,Proyectos de infraestructura social.
'1651GYN0020,51K011,Proyectos de infraestructura social.
'1651GYN0021,51K011,Proyectos de infraestructura social.
'1651GYN0022,51K011,Proyectos de infraestructura social.
'1651GYN0023,51K011,Proyectos de infraestructura social.
'1651GYN0024,51K011,Proyectos de infraestructura social.
'1651GYN0027,51K011,Proyectos de infraestructura social.
'17071320001,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'17071320003,07A003,Operación y desarrollo de la Fuerza Aérea Mexicana
'1708JAG0001,08E006,Generación de Proyectos de Investigación
'17096240001,09K003,Proyectos de construcción de carreteras
'17096240001,09K048,Servicios relacionados para la liberación del derecho de vía
'17096310001,09K003,Proyectos de construcción de carreteras
'17096310001,09K048,Servicios relacionados para la liberación del derecho de vía
'17096310003,09K003,Proyectos de construcción de carreteras
'17096310003,09K048,Servicios relacionados para la liberación del derecho de vía
'17096310004,09K003,Proyectos de construcción de carreteras
'17096310004,09K048,Servicios relacionados para la liberación del derecho de vía
'17096440002,09K003,Proyectos de construcción de carreteras
'17096440002,09K048,Servicios relacionados para la liberación del derecho de vía
'1709J2R0001,09K027,Mantenimiento de infraestructura
'1709J2Y0001,09K004,Proyectos de construcción de puertos
'1709J3A0001,09K004,Proyectos de construcción de puertos
'1709J3A0004,09K004,Proyectos de construcción de puertos
'1711L4J0001,11K027,Mantenimiento de infraestructura
'1711L4J0002,11K027,Mantenimiento de infraestructura
'1718TON0001,18E010,"Distribución de petróleo, gas, petrolíferos y petroquímicos"
'1718TON0002,18E010,"Distribución de petróleo, gas, petrolíferos y petroquímicos"
'1750GYR0001,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1750GYR0002,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1750GYR0003,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1750GYR0005,50K012,Proyectos de infraestructura social de asistencia y seguridad social
'1750GYR0007,50K027,Mantenimiento de infraestructura
'1751GYN0001,51K011,Proyectos de infraestructura social.
'1751GYN0001,51K027,Mantenimiento de Infraestructura
'1751GYN0002,51K011,Proyectos de infraestructura social.
'1751GYN0003,51K011,Proyectos de infraestructura social.
'1751GYN0005,51K011,Proyectos de infraestructura social.
'1751GYN0006,51K011,Proyectos de infraestructura social.
'1751GYN0010,51K011,Proyectos de infraestructura social.
